date,time,hour,time_of_day,payment_category,card,money,coffee_name,coffee_category,day_of_week,is_weekend
12-05-2024,10:20:43,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Sunday,TRUE
12-05-2024,13:24:03,13,Afternoon,Card,ANON-0000-0000-0160,37.72,Latte,Milk-based,Sunday,TRUE
12-05-2024,13:27:39,13,Afternoon,Card,ANON-0000-0000-0161,27.92,Americano,Espresso-based,Sunday,TRUE
12-05-2024,15:16:20,15,Afternoon,Card,ANON-0000-0000-0077,37.72,Latte,Milk-based,Sunday,TRUE
12-05-2024,15:38:02,15,Afternoon,Card,ANON-0000-0000-0162,32.82,Americano with Milk,Milk-based,Sunday,TRUE
12-05-2024,15:52:15,15,Afternoon,Card,ANON-0000-0000-0163,32.82,Americano with Milk,Milk-based,Sunday,TRUE
12-05-2024,16:04:21,16,Afternoon,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Sunday,TRUE
12-05-2024,19:41:31,19,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Sunday,TRUE
13-05-2024,11:03:53,11,Morning,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Monday,FALSE
13-05-2024,15:31:11,15,Afternoon,Cash,Cash_Payment,29,Americano,Espresso-based,Monday,FALSE
13-05-2024,15:31:51,15,Afternoon,Cash,Cash_Payment,29,Americano,Espresso-based,Monday,FALSE
14-05-2024,08:38:15,8,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Tuesday,FALSE
14-05-2024,08:39:25,8,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Tuesday,FALSE
14-05-2024,08:40:17,8,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Tuesday,FALSE
14-05-2024,10:19:23,10,Morning,Card,ANON-0000-0000-0012,37.72,Cappuccino,Milk-based,Tuesday,FALSE
14-05-2024,11:32:29,11,Morning,Card,ANON-0000-0000-0165,37.72,Latte,Milk-based,Tuesday,FALSE
14-05-2024,11:34:13,11,Morning,Card,ANON-0000-0000-0165,37.72,Cappuccino,Milk-based,Tuesday,FALSE
14-05-2024,14:04:55,14,Afternoon,Card,ANON-0000-0000-0025,37.72,Cappuccino,Milk-based,Tuesday,FALSE
14-05-2024,14:06:00,14,Afternoon,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
14-05-2024,15:01:55,15,Afternoon,Card,ANON-0000-0000-0040,27.92,Americano,Espresso-based,Tuesday,FALSE
14-05-2024,16:57:57,16,Afternoon,Card,ANON-0000-0000-0166,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
14-05-2024,16:59:10,16,Afternoon,Card,ANON-0000-0000-0166,37.72,Cappuccino,Milk-based,Tuesday,FALSE
14-05-2024,22:51:25,22,Night,Card,ANON-0000-0000-0167,37.72,Hot Chocolate,Chocolate-based,Tuesday,FALSE
15-05-2024,08:40:06,8,Morning,Card,ANON-0000-0000-0168,37.72,Latte,Milk-based,Wednesday,FALSE
15-05-2024,11:14:19,11,Morning,Card,ANON-0000-0000-0012,23.02,Espresso,Espresso-based,Wednesday,FALSE
15-05-2024,11:19:10,11,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Wednesday,FALSE
15-05-2024,13:34:35,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Wednesday,FALSE
15-05-2024,13:35:29,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Wednesday,FALSE
15-05-2024,13:36:27,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Wednesday,FALSE
15-05-2024,13:55:29,13,Afternoon,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
15-05-2024,14:38:11,14,Afternoon,Cash,Cash_Payment,29,Americano,Espresso-based,Wednesday,FALSE
15-05-2024,14:38:52,14,Afternoon,Card,ANON-0000-0000-0169,27.92,Cortado,Milk-based,Wednesday,FALSE
15-05-2024,14:39:44,14,Afternoon,Card,ANON-0000-0000-0012,27.92,Cortado,Milk-based,Wednesday,FALSE
15-05-2024,17:28:59,17,Evening,Card,ANON-0000-0000-0170,23.02,Espresso,Espresso-based,Wednesday,FALSE
15-05-2024,20:20:35,20,Evening,Card,ANON-0000-0000-0171,37.72,Cappuccino,Milk-based,Wednesday,FALSE
16-05-2024,10:38:42,10,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Thursday,FALSE
16-05-2024,10:39:49,10,Morning,Card,ANON-0000-0000-0172,32.82,Americano with Milk,Milk-based,Thursday,FALSE
16-05-2024,11:42:50,11,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Thursday,FALSE
16-05-2024,11:44:21,11,Morning,Cash,Cash_Payment,39,Cappuccino,Milk-based,Thursday,FALSE
16-05-2024,12:14:00,12,Afternoon,Card,ANON-0000-0000-0173,32.82,Americano with Milk,Milk-based,Thursday,FALSE
16-05-2024,15:15:16,15,Afternoon,Card,ANON-0000-0000-0174,37.72,Hot Chocolate,Chocolate-based,Thursday,FALSE
16-05-2024,17:44:32,17,Evening,Card,ANON-0000-0000-0069,37.72,Latte,Milk-based,Thursday,FALSE
16-05-2024,18:12:57,18,Evening,Card,ANON-0000-0000-0175,37.72,Hot Chocolate,Chocolate-based,Thursday,FALSE
16-05-2024,18:13:58,18,Evening,Card,ANON-0000-0000-0175,37.72,Latte,Milk-based,Thursday,FALSE
17-05-2024,09:00:48,9,Morning,Card,ANON-0000-0000-0033,27.92,Americano,Espresso-based,Friday,FALSE
17-05-2024,11:30:28,11,Morning,Card,ANON-0000-0000-0164,32.82,Americano with Milk,Milk-based,Friday,FALSE
17-05-2024,14:58:03,14,Afternoon,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Friday,FALSE
17-05-2024,19:55:19,19,Evening,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Friday,FALSE
17-05-2024,19:56:47,19,Evening,Card,ANON-0000-0000-0009,37.72,Cappuccino,Milk-based,Friday,FALSE
17-05-2024,20:37:53,20,Evening,Card,ANON-0000-0000-0176,37.72,Cappuccino,Milk-based,Friday,FALSE
17-05-2024,22:34:51,22,Night,Card,ANON-0000-0000-0177,27.92,Americano,Espresso-based,Friday,FALSE
17-05-2024,22:36:33,22,Night,Card,ANON-0000-0000-0178,37.72,Latte,Milk-based,Friday,FALSE
17-05-2024,22:37:43,22,Night,Card,ANON-0000-0000-0179,37.72,Latte,Milk-based,Friday,FALSE
18-05-2024,08:01:38,8,Morning,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Saturday,TRUE
18-05-2024,08:02:40,8,Morning,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Saturday,TRUE
18-05-2024,11:15:56,11,Morning,Card,ANON-0000-0000-0181,32.82,Americano with Milk,Milk-based,Saturday,TRUE
18-05-2024,16:48:29,16,Afternoon,Card,ANON-0000-0000-0172,32.82,Americano with Milk,Milk-based,Saturday,TRUE
18-05-2024,16:49:27,16,Afternoon,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Saturday,TRUE
18-05-2024,19:58:44,19,Evening,Card,ANON-0000-0000-0040,32.82,Americano with Milk,Milk-based,Saturday,TRUE
18-05-2024,20:22:53,20,Evening,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Saturday,TRUE
18-05-2024,22:05:27,22,Night,Cash,Cash_Payment,39,Cappuccino,Milk-based,Saturday,TRUE
19-05-2024,07:58:38,7,Morning,Card,ANON-0000-0000-0182,27.92,Americano,Espresso-based,Sunday,TRUE
19-05-2024,07:59:34,7,Morning,Card,ANON-0000-0000-0182,27.92,Americano,Espresso-based,Sunday,TRUE
19-05-2024,08:00:35,8,Morning,Card,ANON-0000-0000-0183,37.72,Cappuccino,Milk-based,Sunday,TRUE
19-05-2024,09:28:50,9,Morning,Cash,Cash_Payment,24,Espresso,Espresso-based,Sunday,TRUE
19-05-2024,12:14:27,12,Afternoon,Card,ANON-0000-0000-0184,32.82,Americano with Milk,Milk-based,Sunday,TRUE
19-05-2024,14:43:40,14,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Sunday,TRUE
19-05-2024,15:58:58,15,Afternoon,Card,ANON-0000-0000-0185,32.82,Americano with Milk,Milk-based,Sunday,TRUE
19-05-2024,18:12:36,18,Evening,Card,ANON-0000-0000-0186,32.82,Americano with Milk,Milk-based,Sunday,TRUE
19-05-2024,18:13:48,18,Evening,Card,ANON-0000-0000-0186,23.02,Espresso,Espresso-based,Sunday,TRUE
19-05-2024,18:16:30,18,Evening,Card,ANON-0000-0000-0186,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
19-05-2024,19:51:07,19,Evening,Card,ANON-0000-0000-0187,37.72,Cappuccino,Milk-based,Sunday,TRUE
19-05-2024,21:15:42,21,Night,Card,ANON-0000-0000-0188,37.72,Cappuccino,Milk-based,Sunday,TRUE
19-05-2024,21:18:36,21,Night,Card,ANON-0000-0000-0189,37.72,Cappuccino,Milk-based,Sunday,TRUE
20-05-2024,10:05:59,10,Morning,Card,ANON-0000-0000-0190,32.82,Americano with Milk,Milk-based,Monday,FALSE
20-05-2024,10:17:52,10,Morning,Card,ANON-0000-0000-0191,37.72,Latte,Milk-based,Monday,FALSE
20-05-2024,10:58:48,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Monday,FALSE
20-05-2024,11:15:16,11,Morning,Card,ANON-0000-0000-0143,27.92,Americano,Espresso-based,Monday,FALSE
20-05-2024,11:16:20,11,Morning,Card,ANON-0000-0000-0143,27.92,Americano,Espresso-based,Monday,FALSE
20-05-2024,13:27:13,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Monday,FALSE
20-05-2024,13:28:10,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Monday,FALSE
20-05-2024,14:13:19,14,Afternoon,Card,ANON-0000-0000-0192,32.82,Americano with Milk,Milk-based,Monday,FALSE
20-05-2024,14:14:31,14,Afternoon,Card,ANON-0000-0000-0192,37.72,Cappuccino,Milk-based,Monday,FALSE
20-05-2024,14:32:21,14,Afternoon,Cash,Cash_Payment,29,Americano,Espresso-based,Monday,FALSE
20-05-2024,17:12:51,17,Evening,Card,ANON-0000-0000-0120,37.72,Latte,Milk-based,Monday,FALSE
20-05-2024,17:13:57,17,Evening,Card,ANON-0000-0000-0193,37.72,Latte,Milk-based,Monday,FALSE
20-05-2024,20:36:48,20,Evening,Card,ANON-0000-0000-0194,32.82,Americano with Milk,Milk-based,Monday,FALSE
20-05-2024,20:37:57,20,Evening,Card,ANON-0000-0000-0194,37.72,Cocoa,Chocolate-based,Monday,FALSE
20-05-2024,20:46:52,20,Evening,Card,ANON-0000-0000-0195,27.92,Cortado,Milk-based,Monday,FALSE
20-05-2024,21:36:54,21,Night,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Monday,FALSE
20-05-2024,21:37:58,21,Night,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Monday,FALSE
21-05-2024,08:27:38,8,Morning,Card,ANON-0000-0000-0196,37.72,Latte,Milk-based,Tuesday,FALSE
21-05-2024,09:43:51,9,Morning,Cash,Cash_Payment,29,Americano,Espresso-based,Tuesday,FALSE
21-05-2024,09:44:40,9,Morning,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Tuesday,FALSE
21-05-2024,09:46:09,9,Morning,Cash,Cash_Payment,39,Cocoa,Chocolate-based,Tuesday,FALSE
21-05-2024,10:05:08,10,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Tuesday,FALSE
21-05-2024,16:10:20,16,Afternoon,Card,ANON-0000-0000-0197,37.72,Latte,Milk-based,Tuesday,FALSE
21-05-2024,18:13:24,18,Evening,Card,ANON-0000-0000-0012,23.02,Espresso,Espresso-based,Tuesday,FALSE
21-05-2024,19:11:09,19,Evening,Card,ANON-0000-0000-0198,37.72,Cappuccino,Milk-based,Tuesday,FALSE
21-05-2024,20:13:48,20,Evening,Card,ANON-0000-0000-0199,37.72,Cappuccino,Milk-based,Tuesday,FALSE
22-05-2024,09:34:42,9,Morning,Card,ANON-0000-0000-0200,37.72,Cappuccino,Milk-based,Wednesday,FALSE
22-05-2024,10:49:47,10,Morning,Card,ANON-0000-0000-0191,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
22-05-2024,11:18:14,11,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Wednesday,FALSE
22-05-2024,11:34:55,11,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
22-05-2024,12:29:51,12,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Wednesday,FALSE
22-05-2024,12:30:43,12,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Wednesday,FALSE
22-05-2024,14:00:20,14,Afternoon,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
22-05-2024,19:24:58,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Wednesday,FALSE
22-05-2024,19:25:59,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Wednesday,FALSE
22-05-2024,21:23:53,21,Night,Card,ANON-0000-0000-0180,37.72,Hot Chocolate,Chocolate-based,Wednesday,FALSE
22-05-2024,21:24:50,21,Night,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Wednesday,FALSE
23-05-2024,10:10:20,10,Morning,Card,ANON-0000-0000-0201,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,12:22:07,12,Afternoon,Card,ANON-0000-0000-0202,23.02,Espresso,Espresso-based,Thursday,FALSE
23-05-2024,15:55:17,15,Afternoon,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,15:56:27,15,Afternoon,Card,ANON-0000-0000-0203,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,16:18:14,16,Afternoon,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,16:41:00,16,Afternoon,Card,ANON-0000-0000-0077,37.72,Latte,Milk-based,Thursday,FALSE
23-05-2024,17:14:33,17,Evening,Card,ANON-0000-0000-0153,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,17:15:45,17,Evening,Card,ANON-0000-0000-0153,37.72,Latte,Milk-based,Thursday,FALSE
23-05-2024,19:03:54,19,Evening,Card,ANON-0000-0000-0204,27.92,Cortado,Milk-based,Thursday,FALSE
23-05-2024,19:17:28,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,19:18:26,19,Evening,Card,ANON-0000-0000-0205,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,19:42:32,19,Evening,Card,ANON-0000-0000-0206,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,20:15:01,20,Evening,Card,ANON-0000-0000-0207,37.72,Cappuccino,Milk-based,Thursday,FALSE
23-05-2024,20:16:24,20,Evening,Card,ANON-0000-0000-0207,37.72,Latte,Milk-based,Thursday,FALSE
23-05-2024,22:48:11,22,Night,Card,ANON-0000-0000-0208,32.82,Americano with Milk,Milk-based,Thursday,FALSE
23-05-2024,22:55:37,22,Night,Cash,Cash_Payment,39,Hot Chocolate,Chocolate-based,Thursday,FALSE
24-05-2024,11:11:59,11,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Friday,FALSE
24-05-2024,11:15:08,11,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Friday,FALSE
24-05-2024,11:16:13,11,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Friday,FALSE
24-05-2024,16:07:20,16,Afternoon,Card,ANON-0000-0000-0081,37.72,Hot Chocolate,Chocolate-based,Friday,FALSE
24-05-2024,18:17:40,18,Evening,Card,ANON-0000-0000-0209,27.92,Cortado,Milk-based,Friday,FALSE
24-05-2024,18:18:37,18,Evening,Card,ANON-0000-0000-0209,27.92,Cortado,Milk-based,Friday,FALSE
24-05-2024,22:30:40,22,Night,Card,ANON-0000-0000-0210,32.82,Americano with Milk,Milk-based,Friday,FALSE
25-05-2024,07:40:59,7,Morning,Cash,Cash_Payment,29,Americano,Espresso-based,Saturday,TRUE
25-05-2024,12:13:53,12,Afternoon,Card,ANON-0000-0000-0211,37.72,Latte,Milk-based,Saturday,TRUE
25-05-2024,12:40:24,12,Afternoon,Cash,Cash_Payment,29,Americano,Espresso-based,Saturday,TRUE
25-05-2024,12:42:10,12,Afternoon,Card,ANON-0000-0000-0212,32.82,Americano with Milk,Milk-based,Saturday,TRUE
25-05-2024,12:43:13,12,Afternoon,Card,ANON-0000-0000-0212,32.82,Americano with Milk,Milk-based,Saturday,TRUE
25-05-2024,12:58:12,12,Afternoon,Card,ANON-0000-0000-0213,32.82,Americano with Milk,Milk-based,Saturday,TRUE
25-05-2024,16:47:10,16,Afternoon,Card,ANON-0000-0000-0040,32.82,Americano with Milk,Milk-based,Saturday,TRUE
25-05-2024,16:48:17,16,Afternoon,Card,ANON-0000-0000-0040,27.92,Americano,Espresso-based,Saturday,TRUE
26-05-2024,10:20:02,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Sunday,TRUE
26-05-2024,14:24:50,14,Afternoon,Card,ANON-0000-0000-0214,32.82,Americano with Milk,Milk-based,Sunday,TRUE
26-05-2024,14:26:05,14,Afternoon,Card,ANON-0000-0000-0215,27.92,Cortado,Milk-based,Sunday,TRUE
26-05-2024,14:40:59,14,Afternoon,Card,ANON-0000-0000-0216,32.82,Americano with Milk,Milk-based,Sunday,TRUE
26-05-2024,17:19:16,17,Evening,Card,ANON-0000-0000-0217,37.72,Cappuccino,Milk-based,Sunday,TRUE
26-05-2024,18:09:53,18,Evening,Card,ANON-0000-0000-0218,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
26-05-2024,18:11:02,18,Evening,Card,ANON-0000-0000-0218,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
26-05-2024,18:13:14,18,Evening,Card,ANON-0000-0000-0218,27.92,Americano,Espresso-based,Sunday,TRUE
26-05-2024,18:39:19,18,Evening,Card,ANON-0000-0000-0219,37.72,Latte,Milk-based,Sunday,TRUE
26-05-2024,20:59:15,20,Evening,Card,ANON-0000-0000-0220,37.72,Hot Chocolate,Chocolate-based,Sunday,TRUE
26-05-2024,21:00:06,21,Night,Card,ANON-0000-0000-0220,37.72,Cappuccino,Milk-based,Sunday,TRUE
26-05-2024,21:02:37,21,Night,Card,ANON-0000-0000-0221,27.92,Cortado,Milk-based,Sunday,TRUE
26-05-2024,21:03:52,21,Night,Card,ANON-0000-0000-0222,37.72,Cappuccino,Milk-based,Sunday,TRUE
26-05-2024,21:04:59,21,Night,Card,ANON-0000-0000-0221,37.72,Latte,Milk-based,Sunday,TRUE
26-05-2024,21:06:03,21,Night,Card,ANON-0000-0000-0223,37.72,Cappuccino,Milk-based,Sunday,TRUE
27-05-2024,11:34:55,11,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Monday,FALSE
27-05-2024,14:05:22,14,Afternoon,Card,ANON-0000-0000-0224,32.82,Americano with Milk,Milk-based,Monday,FALSE
27-05-2024,14:06:44,14,Afternoon,Card,ANON-0000-0000-0224,37.72,Cocoa,Chocolate-based,Monday,FALSE
27-05-2024,15:11:34,15,Afternoon,Card,ANON-0000-0000-0225,27.92,Americano,Espresso-based,Monday,FALSE
27-05-2024,15:14:06,15,Afternoon,Card,ANON-0000-0000-0225,27.92,Americano,Espresso-based,Monday,FALSE
27-05-2024,17:50:56,17,Evening,Card,ANON-0000-0000-0203,37.72,Latte,Milk-based,Monday,FALSE
27-05-2024,18:00:51,18,Evening,Card,ANON-0000-0000-0226,27.92,Americano,Espresso-based,Monday,FALSE
27-05-2024,19:16:27,19,Evening,Card,ANON-0000-0000-0227,37.72,Latte,Milk-based,Monday,FALSE
27-05-2024,19:17:39,19,Evening,Card,ANON-0000-0000-0228,37.72,Latte,Milk-based,Monday,FALSE
27-05-2024,21:29:07,21,Night,Card,ANON-0000-0000-0192,32.82,Americano with Milk,Milk-based,Monday,FALSE
27-05-2024,21:30:20,21,Night,Card,ANON-0000-0000-0206,37.72,Cappuccino,Milk-based,Monday,FALSE
28-05-2024,08:37:09,8,Morning,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
28-05-2024,09:20:11,9,Morning,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
28-05-2024,11:48:18,11,Morning,Card,ANON-0000-0000-0229,37.72,Cappuccino,Milk-based,Tuesday,FALSE
28-05-2024,13:14:40,13,Afternoon,Card,ANON-0000-0000-0230,37.72,Cappuccino,Milk-based,Tuesday,FALSE
28-05-2024,14:10:54,14,Afternoon,Card,ANON-0000-0000-0194,37.72,Cocoa,Chocolate-based,Tuesday,FALSE
28-05-2024,16:25:39,16,Afternoon,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Tuesday,FALSE
28-05-2024,17:21:44,17,Evening,Cash,Cash_Payment,39,Cappuccino,Milk-based,Tuesday,FALSE
28-05-2024,19:09:29,19,Evening,Card,ANON-0000-0000-0231,27.92,Americano,Espresso-based,Tuesday,FALSE
28-05-2024,19:10:31,19,Evening,Card,ANON-0000-0000-0231,37.72,Latte,Milk-based,Tuesday,FALSE
28-05-2024,20:24:32,20,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
28-05-2024,20:50:19,20,Evening,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Tuesday,FALSE
29-05-2024,09:14:44,9,Morning,Card,ANON-0000-0000-0232,37.72,Latte,Milk-based,Wednesday,FALSE
29-05-2024,10:48:47,10,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Wednesday,FALSE
29-05-2024,11:14:03,11,Morning,Card,ANON-0000-0000-0233,37.72,Hot Chocolate,Chocolate-based,Wednesday,FALSE
29-05-2024,15:10:49,15,Afternoon,Card,ANON-0000-0000-0234,27.92,Americano,Espresso-based,Wednesday,FALSE
29-05-2024,15:22:56,15,Afternoon,Card,ANON-0000-0000-0235,37.72,Latte,Milk-based,Wednesday,FALSE
29-05-2024,15:45:13,15,Afternoon,Card,ANON-0000-0000-0236,37.72,Cappuccino,Milk-based,Wednesday,FALSE
29-05-2024,16:45:04,16,Afternoon,Card,ANON-0000-0000-0237,37.72,Latte,Milk-based,Wednesday,FALSE
29-05-2024,18:24:03,18,Evening,Card,ANON-0000-0000-0238,27.92,Cortado,Milk-based,Wednesday,FALSE
29-05-2024,18:24:59,18,Evening,Card,ANON-0000-0000-0238,37.72,Latte,Milk-based,Wednesday,FALSE
29-05-2024,20:30:42,20,Evening,Card,ANON-0000-0000-0239,37.72,Hot Chocolate,Chocolate-based,Wednesday,FALSE
29-05-2024,20:32:35,20,Evening,Card,ANON-0000-0000-0240,37.72,Cocoa,Chocolate-based,Wednesday,FALSE
30-05-2024,08:29:06,8,Morning,Card,ANON-0000-0000-0241,37.72,Cappuccino,Milk-based,Thursday,FALSE
30-05-2024,08:30:22,8,Morning,Card,ANON-0000-0000-0241,37.72,Latte,Milk-based,Thursday,FALSE
30-05-2024,08:37:05,8,Morning,Card,ANON-0000-0000-0242,32.82,Americano with Milk,Milk-based,Thursday,FALSE
30-05-2024,09:47:59,9,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Thursday,FALSE
30-05-2024,14:56:15,14,Afternoon,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Thursday,FALSE
30-05-2024,15:16:16,15,Afternoon,Card,ANON-0000-0000-0243,23.02,Espresso,Espresso-based,Thursday,FALSE
30-05-2024,15:17:39,15,Afternoon,Card,ANON-0000-0000-0012,23.02,Espresso,Espresso-based,Thursday,FALSE
30-05-2024,19:53:11,19,Evening,Card,ANON-0000-0000-0206,37.72,Cappuccino,Milk-based,Thursday,FALSE
30-05-2024,20:31:05,20,Evening,Card,ANON-0000-0000-0244,37.72,Latte,Milk-based,Thursday,FALSE
30-05-2024,20:46:14,20,Evening,Card,ANON-0000-0000-0009,37.72,Hot Chocolate,Chocolate-based,Thursday,FALSE
30-05-2024,20:47:22,20,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Thursday,FALSE
31-05-2024,07:53:57,7,Morning,Card,ANON-0000-0000-0245,32.82,Americano with Milk,Milk-based,Friday,FALSE
31-05-2024,09:21:08,9,Morning,Card,ANON-0000-0000-0246,37.72,Latte,Milk-based,Friday,FALSE
31-05-2024,09:23:59,9,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Friday,FALSE
31-05-2024,10:38:08,10,Morning,Card,ANON-0000-0000-0247,37.72,Hot Chocolate,Chocolate-based,Friday,FALSE
31-05-2024,10:39:06,10,Morning,Card,ANON-0000-0000-0248,37.72,Cocoa,Chocolate-based,Friday,FALSE
31-05-2024,14:50:13,14,Afternoon,Card,ANON-0000-0000-0249,32.82,Americano with Milk,Milk-based,Friday,FALSE
31-05-2024,18:23:45,18,Evening,Card,ANON-0000-0000-0250,37.72,Latte,Milk-based,Friday,FALSE
31-05-2024,18:25:03,18,Evening,Card,ANON-0000-0000-0250,37.72,Latte,Milk-based,Friday,FALSE
31-05-2024,20:06:39,20,Evening,Card,ANON-0000-0000-0180,37.72,Cappuccino,Milk-based,Friday,FALSE
31-05-2024,20:33:06,20,Evening,Card,ANON-0000-0000-0134,32.82,Americano with Milk,Milk-based,Friday,FALSE
31-05-2024,20:34:33,20,Evening,Card,ANON-0000-0000-0134,37.72,Latte,Milk-based,Friday,FALSE
31-05-2024,22:05:47,22,Night,Card,ANON-0000-0000-0206,37.72,Cappuccino,Milk-based,Friday,FALSE
31-05-2024,22:06:52,22,Night,Card,ANON-0000-0000-0206,32.82,Americano with Milk,Milk-based,Friday,FALSE
31-05-2024,22:07:55,22,Night,Card,ANON-0000-0000-0206,27.92,Cortado,Milk-based,Friday,FALSE
01-06-2024,08:27:02,8,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Saturday,TRUE
01-06-2024,09:48:25,9,Morning,Card,ANON-0000-0000-0232,37.72,Latte,Milk-based,Saturday,TRUE
01-06-2024,11:38:09,11,Morning,Card,ANON-0000-0000-0250,37.72,Latte,Milk-based,Saturday,TRUE
01-06-2024,14:28:54,14,Afternoon,Card,ANON-0000-0000-0097,32.82,Americano with Milk,Milk-based,Saturday,TRUE
01-06-2024,18:20:13,18,Evening,Card,ANON-0000-0000-0251,32.82,Americano with Milk,Milk-based,Saturday,TRUE
01-06-2024,18:21:15,18,Evening,Card,ANON-0000-0000-0251,32.82,Americano with Milk,Milk-based,Saturday,TRUE
01-06-2024,20:50:10,20,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Saturday,TRUE
01-06-2024,20:51:14,20,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Saturday,TRUE
01-06-2024,20:54:59,20,Evening,Cash,Cash_Payment,39,Cocoa,Chocolate-based,Saturday,TRUE
01-06-2024,20:59:10,20,Evening,Card,ANON-0000-0000-0252,37.72,Cocoa,Chocolate-based,Saturday,TRUE
01-06-2024,21:51:05,21,Night,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Saturday,TRUE
02-06-2024,20:03:26,20,Evening,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Sunday,TRUE
